Symbol / Rank,Theme,2022-12-03 00:00:00,2022-12-10 00:00:00,2022-12-17 00:00:00,2023-01-01 00:00:00,2023-01-12 00:00:00,2023-01-31 00:00:00,2023-02-14 00:00:00,2023-02-28 00:00:00,2023-03-13 00:00:00,2023-03-31 00:00:00,2023-04-14 00:00:00,2023-04-30 00:00:00,2023-05-16 00:00:00,2023-05-31 00:00:00,2023-06-14 00:00:00,2023-06-30 00:00:00,2023-07-13 00:00:00,14Jul23_PUp,2023-07-29 00:00:00,2023-08-13 00:00:00,2023-08-31 00:00:00,2023-09-13 00:00:00,2023-09-29 00:00:00,2023-10-13 00:00:00,2023-10-31 00:00:00,2023-11-12 00:00:00,2023-11-30 00:00:00,2023-12-14 00:00:00,2023-12-31 00:00:00,2024-01-13 00:00:00,2024-01-31 00:00:00,2024-02-13 00:00:00,2024-02-29 00:00:00,2024-03-29 00:00:00,2024-04-30 00:00:00,2024-05-31 00:00:00,2024-06-28 00:00:00,2024-07-31 00:00:00,2024-08-31 00:00:00,2024-09-29 00:00:00,2024-10-31 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2025-02-01 00:00:00,2025-02-28 00:00:00,2025-03-31 00:00:00,2025-04-30 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,note
OPTIEMUS,it software products,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,76.0,74.0,74.0,74.0,75.0,76.0,69.0,82.0,63.0,5.0,7.0,,13.0,11.0,10.0,7.0,26.0,50.0,32.0,29.0,34.0,44.0,40.0,37.0,56.0,58.0,75.0,91.0,
Industrial Machinery · Group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIPISTON,industrial machinery · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,32.0,32.0,15.0,1.0,5.0,12.0,35.0,43.0,12.0,,24.0,21.0,24.0,28.0,24.0,46.0,58.0,12.0,13.0,19.0,11.0,6.0,14.0,20.0,5.0,14.0,
3MINDIA,industrial machinery · group 1,,,,,,,,,,,,34.0,,20.0,,33.0,,,38.0,34.0,16.0,16.0,18.0,20.0,24.0,26.0,31.0,31.0,20.0,18.0,44.0,45.0,63.0,60.0,70.0,48.0,53.0,40.0,59.0,,56.0,77.0,90.0,80.0,68.0,55.0,53.0,76.0,80.0,63.0,46.0,59.0,72.0,20.0,16.0,17.0,
FLAIR,industrial machinery · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,85.0,83.0,87.0,81.0,77.0,,,,76.0,65.0,,65.0,50.0,44.0,57.0,16.0,19.0,26.0,28.0,33.0,20.0,31.0,
GODREJIND,industrial machinery · group 1,,,,,,,,,,,,51.0,,54.0,,34.0,,,67.0,64.0,47.0,24.0,13.0,15.0,15.0,17.0,26.0,28.0,6.0,6.0,1.0,2.0,23.0,23.0,7.0,43.0,44.0,47.0,13.0,,41.0,26.0,20.0,44.0,12.0,17.0,19.0,13.0,18.0,22.0,27.0,33.0,48.0,52.0,61.0,45.0,
DOMS,industrial machinery · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,3.0,5.0,6.0,2.0,,,,17.0,14.0,9.0,6.0,14.0,47.0,44.0,67.0,64.0,64.0,65.0,51.0,32.0,48.0,
KIRLOSBROS,industrial machinery · group 1,,,,,,,,,,,,16.0,,8.0,,4.0,,,14.0,6.0,15.0,20.0,20.0,25.0,17.0,15.0,14.0,15.0,30.0,35.0,42.0,43.0,40.0,14.0,6.0,8.0,5.0,7.0,33.0,,25.0,16.0,35.0,20.0,15.0,20.0,38.0,68.0,23.0,55.0,31.0,36.0,55.0,71.0,82.0,69.0,
GMMPFAUDLR,industrial machinery · group 1,,,,,,,,,,,,64.0,,74.0,,78.0,,,77.0,76.0,80.0,80.0,61.0,55.0,57.0,59.0,77.0,80.0,73.0,72.0,76.0,76.0,85.0,89.0,87.0,88.0,88.0,82.0,80.0,,83.0,87.0,90.0,73.0,54.0,83.0,85.0,67.0,53.0,28.0,56.0,73.0,32.0,50.0,58.0,85.0,
ISGEC,industrial machinery · group 1,,,,,,,,,,,,61.0,,45.0,,30.0,,,22.0,22.0,45.0,45.0,50.0,48.0,55.0,55.0,24.0,21.0,22.0,22.0,25.0,24.0,51.0,38.0,15.0,33.0,16.0,3.0,21.0,,23.0,25.0,29.0,52.0,50.0,49.0,46.0,51.0,58.0,78.0,83.0,97.0,97.0,97.0,86.0,87.0,
WENDT,industrial machinery · group 1,,,,,,,,,,,,18.0,,33.0,,31.0,,,39.0,38.0,22.0,26.0,15.0,16.0,48.0,49.0,40.0,38.0,32.0,34.0,72.0,71.0,64.0,77.0,51.0,34.0,43.0,49.0,65.0,,,,34.0,57.0,,,,,,93.0,73.0,95.0,97.0,88.0,93.0,94.0,
TEAMLEASE,industrial machinery · group 1,,,,,,,,,,,,84.0,,82.0,,83.0,,,77.0,76.0,79.0,81.0,75.0,73.0,69.0,71.0,58.0,48.0,22.0,19.0,46.0,50.0,44.0,57.0,31.0,55.0,72.0,34.0,60.0,,82.0,69.0,65.0,77.0,80.0,96.0,94.0,97.0,96.0,98.0,95.0,90.0,96.0,94.0,97.0,95.0,
Industrial Machinery · Group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND,industrial machinery · group 2,,,,,,,,,,,,4.0,,1.0,,1.0,,,2.0,2.0,43.0,47.0,52.0,51.0,45.0,47.0,33.0,29.0,36.0,38.0,16.0,16.0,10.0,5.0,4.0,11.0,5.0,14.0,21.0,,35.0,42.0,47.0,58.0,56.0,51.0,64.0,58.0,47.0,27.0,17.0,17.0,8.0,6.0,7.0,11.0,
AZAD,industrial machinery · group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,1.0,6.0,24.0,38.0,,,,26.0,26.0,44.0,47.0,19.0,25.0,53.0,55.0,35.0,30.0,37.0,41.0,33.0,37.0,
SIS,industrial machinery · group 2,,,,,,,,,,,,74.0,,90.0,,74.0,,,68.0,66.0,47.0,51.0,71.0,68.0,73.0,73.0,45.0,44.0,70.0,65.0,66.0,69.0,73.0,73.0,65.0,81.0,74.0,85.0,83.0,,93.0,94.0,93.0,85.0,72.0,68.0,67.0,64.0,54.0,37.0,42.0,52.0,67.0,59.0,51.0,45.0,
KIRLPNU,industrial machinery · group 2,,,,,,,,,,,,16.0,,43.0,,24.0,,,42.0,41.0,60.0,61.0,49.0,47.0,73.0,73.0,74.0,74.0,73.0,73.0,53.0,51.0,47.0,39.0,18.0,2.0,9.0,8.0,13.0,,3.0,5.0,14.0,33.0,27.0,22.0,66.0,70.0,47.0,39.0,50.0,60.0,87.0,87.0,86.0,50.0,
KSB,industrial machinery · group 2,,,,,,,,,,,,4.0,,18.0,,29.0,,,14.0,16.0,9.0,9.0,11.0,14.0,10.0,12.0,6.0,6.0,5.0,4.0,3.0,3.0,30.0,19.0,29.0,14.0,22.0,25.0,40.0,,74.0,71.0,75.0,67.0,68.0,54.0,53.0,43.0,47.0,38.0,29.0,33.0,43.0,51.0,43.0,50.0,
INGERRAND,industrial machinery · group 2,,,,,,,,,,,,4.0,,7.0,,7.0,,,9.0,12.0,9.0,10.0,49.0,54.0,56.0,58.0,55.0,55.0,47.0,50.0,36.0,36.0,25.0,23.0,23.0,26.0,27.0,40.0,51.0,,46.0,38.0,47.0,48.0,60.0,46.0,47.0,64.0,60.0,49.0,46.0,39.0,59.0,57.0,65.0,59.0,
ELECON,industrial machinery · group 2,,,,,,,,,,,,14.0,,22.0,,4.0,,,7.0,11.0,3.0,3.0,27.0,31.0,16.0,15.0,11.0,13.0,13.0,19.0,14.0,15.0,26.0,24.0,19.0,22.0,10.0,49.0,40.0,,63.0,57.0,39.0,51.0,68.0,70.0,33.0,17.0,30.0,42.0,32.0,37.0,53.0,68.0,74.0,79.0,
JYOTICNC,industrial machinery · group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,22.0,12.0,,,,,26.0,42.0,27.0,21.0,21.0,80.0,58.0,75.0,89.0,91.0,74.0,59.0,80.0,
PRAJIND,industrial machinery · group 2,,,,,,,,,,,,59.0,,41.0,,56.0,,,51.0,52.0,32.0,25.0,7.0,8.0,21.0,25.0,7.0,7.0,33.0,40.0,59.0,61.0,64.0,52.0,59.0,66.0,10.0,27.0,18.0,,30.0,21.0,19.0,37.0,60.0,61.0,91.0,91.0,98.0,96.0,100.0,100.0,100.0,100.0,99.0,98.0,
Internet Software & Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTOWER,internet software & services,,,,,,,,,,,,,,,,,,,68.0,67.0,76.0,76.0,48.0,38.0,56.0,56.0,51.0,50.0,33.0,36.0,27.0,28.0,16.0,5.0,3.0,4.0,2.0,3.0,1.0,,54.0,43.0,46.0,33.0,31.0,41.0,14.0,30.0,19.0,59.0,79.0,66.0,57.0,26.0,21.0,8.0,
PAYTM,internet software & services,,,,,,,,,,,,42.0,,38.0,,25.0,,,47.0,48.0,38.0,31.0,25.0,22.0,7.0,8.0,21.0,30.0,74.0,75.0,66.0,64.0,86.0,91.0,92.0,92.0,92.0,91.0,69.0,,44.0,26.0,7.0,12.0,4.0,7.0,4.0,15.0,21.0,3.0,4.0,10.0,4.0,4.0,8.0,15.0,
AADHARHFC,internet software & services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,20.0,26.0,10.0,24.0,27.0,16.0,13.0,22.0,30.0,26.0,24.0,21.0,
POLICYBZR,internet software & services,,,,,,,,,,,,30.0,,35.0,,25.0,,,13.0,14.0,17.0,19.0,29.0,33.0,33.0,35.0,14.0,11.0,40.0,44.0,16.0,12.0,5.0,13.0,18.0,11.0,7.0,11.0,6.0,,15.0,9.0,4.0,11.0,22.0,21.0,24.0,32.0,43.0,33.0,33.0,41.0,47.0,41.0,40.0,40.0,
NAZARA,internet software & services,,,,,,,,,,,,79.0,,56.0,,52.0,,,63.0,63.0,40.0,40.0,39.0,41.0,40.0,39.0,52.0,51.0,46.0,46.0,47.0,47.0,68.0,78.0,86.0,77.0,63.0,58.0,49.0,,44.0,35.0,33.0,31.0,12.0,16.0,7.0,4.0,7.0,7.0,25.0,48.0,49.0,67.0,55.0,41.0,
TATACOMM,internet software & services,,,,,,,,,,,,23.0,,31.0,,10.0,,,3.0,3.0,7.0,9.0,2.0,3.0,27.0,28.0,33.0,37.0,45.0,44.0,53.0,53.0,33.0,29.0,62.0,47.0,61.0,53.0,57.0,,77.0,75.0,74.0,71.0,82.0,62.0,47.0,54.0,53.0,47.0,59.0,66.0,27.0,28.0,25.0,43.0,
SUNTV,internet software & services,,,,,,,,,,,,66.0,,68.0,,78.0,,,52.0,48.0,26.0,25.0,25.0,27.0,24.0,20.0,20.0,19.0,15.0,17.0,46.0,48.0,57.0,52.0,53.0,45.0,36.0,11.0,38.0,,62.0,55.0,72.0,78.0,67.0,49.0,57.0,74.0,84.0,91.0,90.0,97.0,87.0,79.0,47.0,47.0,
INDIAMART,internet software & services,,,,,,,,,,,,17.0,,24.0,,31.0,,,31.0,19.0,31.0,33.0,54.0,56.0,66.0,67.0,70.0,69.0,68.0,69.0,78.0,78.0,76.0,69.0,80.0,80.0,76.0,65.0,59.0,,88.0,89.0,89.0,81.0,76.0,77.0,48.0,55.0,33.0,38.0,33.0,53.0,42.0,44.0,51.0,48.0,
AFFLE,internet software & services,,,,,,,,,,,,70.0,,75.0,,66.0,,,69.0,70.0,74.0,74.0,70.0,69.0,63.0,63.0,59.0,60.0,34.0,31.0,47.0,49.0,66.0,69.0,65.0,55.0,45.0,24.0,20.0,,28.0,23.0,18.0,27.0,19.0,12.0,13.0,14.0,9.0,12.0,16.0,16.0,21.0,45.0,41.0,55.0,
NAUKRI,internet software & services,,,,,,,,,,,,48.0,,45.0,,31.0,,,33.0,32.0,55.0,54.0,63.0,62.0,57.0,57.0,45.0,43.0,31.0,33.0,40.0,41.0,28.0,17.0,23.0,37.0,17.0,19.0,7.0,,24.0,12.0,12.0,14.0,14.0,26.0,25.0,47.0,54.0,62.0,65.0,71.0,67.0,66.0,68.0,62.0,
JUSTDIAL,internet software & services,,,,,,,,,,,,48.0,,26.0,,34.0,,,40.0,42.0,48.0,48.0,61.0,59.0,59.0,57.0,64.0,68.0,58.0,54.0,60.0,61.0,25.0,49.0,12.0,45.0,47.0,16.0,28.0,,51.0,40.0,54.0,74.0,59.0,70.0,60.0,78.0,67.0,82.0,88.0,78.0,94.0,90.0,87.0,80.0,
MPSLTD,internet software & services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,,,,,,,,,,34.0,45.0,50.0,4.0,8.0,4.0,16.0,11.0,14.0,54.0,71.0,66.0,64.0,61.0,67.0,80.0,
ZEEL,internet software & services,,,,,,,,,,,,67.0,,77.0,,81.0,,,66.0,61.0,49.0,49.0,53.0,53.0,39.0,39.0,53.0,55.0,39.0,38.0,80.0,83.0,86.0,92.0,91.0,91.0,91.0,90.0,88.0,,98.0,97.0,96.0,93.0,86.0,79.0,68.0,50.0,25.0,53.0,45.0,58.0,83.0,80.0,94.0,83.0,
MAPMYINDIA,internet software & services,,,,,,,,,,,,67.0,,67.0,,62.0,,,29.0,22.0,9.0,11.0,6.0,6.0,4.0,5.0,5.0,6.0,25.0,29.0,40.0,39.0,61.0,53.0,53.0,54.0,48.0,49.0,67.0,,84.0,93.0,97.0,74.0,48.0,65.0,55.0,46.0,70.0,64.0,78.0,79.0,60.0,63.0,42.0,85.0,
ROUTE,internet software & services,,,,,,,,,,,,49.0,,51.0,,37.0,,,60.0,58.0,67.0,67.0,62.0,59.0,46.0,48.0,63.0,70.0,71.0,63.0,61.0,61.0,54.0,50.0,67.0,64.0,48.0,72.0,74.0,,84.0,84.0,91.0,89.0,88.0,97.0,97.0,98.0,98.0,98.0,99.0,99.0,100.0,97.0,96.0,97.0,
Iron & Steel / Interm.products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,iron & steel / interm.products,,,,,,,,,,,,39.0,,46.0,,50.0,,,44.0,41.0,57.0,63.0,63.0,61.0,74.0,74.0,68.0,65.0,27.0,11.0,26.0,31.0,46.0,21.0,9.0,14.0,43.0,45.0,62.0,,79.0,81.0,91.0,86.0,58.0,60.0,63.0,50.0,37.0,47.0,50.0,26.0,21.0,25.0,12.0,6.0,
TATASTEEL,iron & steel / interm.products,,,,,,,,,,,,43.0,,52.0,,53.0,,,90.0,89.0,33.0,34.0,29.0,30.0,42.0,44.0,39.0,41.0,30.0,29.0,46.0,45.0,37.0,25.0,26.0,22.0,28.0,52.0,63.0,,75.0,83.0,83.0,65.0,40.0,32.0,51.0,31.0,31.0,28.0,35.0,25.0,13.0,27.0,13.0,6.0,
IMFA,iron & steel / interm.products,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,49.0,50.0,30.0,30.0,18.0,7.0,6.0,17.0,28.0,41.0,57.0,,62.0,22.0,22.0,41.0,34.0,59.0,76.0,89.0,52.0,48.0,14.0,3.0,3.0,2.0,1.0,8.0,
JINDALSTEL,iron & steel / interm.products,,,,,,,,,,,,10.0,,35.0,,30.0,,,11.0,12.0,12.0,12.0,9.0,11.0,34.0,35.0,30.0,29.0,22.0,22.0,28.0,29.0,34.0,21.0,19.0,10.0,14.0,41.0,40.0,,54.0,64.0,50.0,67.0,28.0,31.0,33.0,41.0,43.0,26.0,39.0,18.0,20.0,20.0,18.0,8.0,
GPIL,iron & steel / interm.products,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,21.0,20.0,24.0,20.0,36.0,35.0,27.0,20.0,8.0,3.0,19.0,18.0,47.0,,50.0,59.0,48.0,47.0,38.0,36.0,38.0,45.0,67.0,51.0,10.0,20.0,5.0,21.0,8.0,10.0,
JSWSTEEL,iron & steel / interm.products,,,,,,,,,,,,19.0,,36.0,,26.0,,,26.0,27.0,43.0,48.0,47.0,47.0,54.0,60.0,51.0,51.0,48.0,49.0,65.0,65.0,57.0,44.0,42.0,38.0,44.0,50.0,39.0,,50.0,50.0,58.0,31.0,13.0,11.0,13.0,28.0,23.0,21.0,36.0,21.0,13.0,16.0,14.0,10.0,
JSL,iron & steel / interm.products,,,,,,,,,,,,5.0,,5.0,,2.0,,,1.0,1.0,1.0,1.0,6.0,6.0,10.0,11.0,3.0,5.0,1.0,1.0,11.0,11.0,7.0,5.0,12.0,4.0,4.0,39.0,27.0,,61.0,66.0,56.0,52.0,54.0,78.0,61.0,58.0,47.0,36.0,23.0,24.0,21.0,19.0,11.0,12.0,
NSLNISP,iron & steel / interm.products,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,79.0,80.0,79.0,78.0,72.0,71.0,44.0,43.0,44.0,51.0,30.0,39.0,63.0,76.0,83.0,,89.0,94.0,96.0,96.0,88.0,96.0,86.0,87.0,72.0,85.0,66.0,34.0,39.0,37.0,24.0,23.0,
SARDAEN,iron & steel / interm.products,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,25.0,26.0,41.0,42.0,53.0,54.0,38.0,52.0,64.0,56.0,12.0,,10.0,12.0,6.0,3.0,2.0,4.0,10.0,20.0,28.0,32.0,9.0,34.0,32.0,35.0,26.0,32.0,
SHYAMMETL,iron & steel / interm.products,,,,,,,,,,,,49.0,,56.0,,43.0,,,35.0,35.0,18.0,17.0,28.0,28.0,24.0,22.0,19.0,19.0,5.0,5.0,11.0,17.0,21.0,27.0,32.0,30.0,44.0,31.0,24.0,,17.0,20.0,50.0,28.0,25.0,14.0,11.0,21.0,16.0,9.0,21.0,35.0,46.0,46.0,31.0,37.0,
RATNAMANI,iron & steel / interm.products,,,,,,,,,,,,15.0,,15.0,,29.0,,,7.0,7.0,13.0,14.0,19.0,19.0,9.0,10.0,2.0,3.0,22.0,23.0,23.0,23.0,58.0,62.0,58.0,50.0,47.0,54.0,36.0,,43.0,66.0,67.0,76.0,70.0,69.0,73.0,77.0,71.0,82.0,93.0,91.0,92.0,89.0,79.0,65.0,
KSL,iron & steel / interm.products,,,,,,,,,,,,40.0,,55.0,,63.0,,,46.0,43.0,30.0,27.0,10.0,9.0,35.0,39.0,45.0,46.0,51.0,52.0,25.0,22.0,1.0,18.0,23.0,28.0,17.0,32.0,70.0,,56.0,28.0,12.0,34.0,48.0,55.0,75.0,73.0,66.0,50.0,51.0,70.0,48.0,60.0,82.0,72.0,
KIRLFER,iron & steel / interm.products,,,,,,,,,,,,8.0,,10.0,,16.0,,,6.0,8.0,47.0,48.0,47.0,46.0,46.0,48.0,18.0,17.0,30.0,28.0,18.0,18.0,59.0,51.0,33.0,24.0,36.0,49.0,,,64.0,81.0,63.0,79.0,71.0,78.0,88.0,61.0,70.0,48.0,50.0,50.0,60.0,72.0,73.0,78.0,
MAHSEAMLES,iron & steel / interm.products,,,,,,,,,,,,,,20.0,,36.0,,,19.0,19.0,20.0,21.0,14.0,13.0,9.0,8.0,7.0,2.0,17.0,18.0,6.0,7.0,15.0,31.0,41.0,77.0,79.0,82.0,80.0,,98.0,92.0,68.0,76.0,55.0,43.0,54.0,39.0,25.0,31.0,60.0,77.0,86.0,70.0,83.0,78.0,
Iron & Steel Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APLAPOLLO,iron & steel products,,,,,,,,,,,,15.0,,39.0,,27.0,,,4.0,3.0,3.0,4.0,15.0,16.0,15.0,16.0,10.0,14.0,48.0,50.0,63.0,65.0,60.0,62.0,65.0,58.0,68.0,76.0,76.0,,77.0,71.0,48.0,37.0,27.0,27.0,19.0,15.0,24.0,38.0,37.0,32.0,28.0,35.0,12.0,6.0,
USHAMART,iron & steel products,,,,,,,,,,,,8.0,,6.0,,11.0,,,1.0,1.0,1.0,2.0,7.0,10.0,28.0,32.0,22.0,23.0,58.0,61.0,30.0,27.0,50.0,56.0,27.0,32.0,40.0,66.0,76.0,,32.0,55.0,48.0,51.0,43.0,34.0,91.0,86.0,51.0,36.0,26.0,8.0,14.0,19.0,14.0,22.0,
MIDHANI,iron & steel products,,,,,,,,,,,,66.0,,66.0,,30.0,,,26.0,26.0,18.0,11.0,12.0,10.0,23.0,27.0,42.0,51.0,43.0,44.0,24.0,22.0,57.0,54.0,50.0,41.0,53.0,60.0,77.0,,98.0,95.0,94.0,99.0,93.0,80.0,60.0,27.0,27.0,35.0,29.0,26.0,27.0,62.0,51.0,27.0,
LINDEINDIA,iron & steel products,,,,,,,,,,,,7.0,,8.0,,18.0,,,8.0,9.0,1.0,1.0,12.0,13.0,5.0,6.0,18.0,19.0,30.0,33.0,44.0,44.0,68.0,34.0,15.0,16.0,34.0,40.0,62.0,,72.0,80.0,85.0,63.0,40.0,62.0,69.0,47.0,58.0,56.0,59.0,68.0,81.0,73.0,53.0,50.0,
WELCORP,iron & steel products,,,,,,,,,,,,44.0,,49.0,,53.0,,,12.0,10.0,10.0,12.0,6.0,5.0,3.0,4.0,6.0,5.0,3.0,3.0,4.0,4.0,24.0,22.0,23.0,34.0,50.0,36.0,14.0,,26.0,19.0,15.0,17.0,6.0,5.0,12.0,6.0,11.0,11.0,28.0,38.0,12.0,42.0,49.0,61.0,
SURYAROSNI,iron & steel products,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,14.0,10.0,26.0,28.0,48.0,65.0,62.0,54.0,70.0,75.0,57.0,,67.0,75.0,77.0,66.0,86.0,68.0,67.0,20.0,18.0,22.0,44.0,50.0,47.0,65.0,57.0,64.0,
VENUSPIPES,iron & steel products,,,,,,,,,,,,34.0,,17.0,,20.0,,,25.0,25.0,17.0,18.0,46.0,47.0,37.0,36.0,57.0,57.0,57.0,56.0,53.0,53.0,12.0,4.0,13.0,8.0,26.0,23.0,13.0,,68.0,80.0,84.0,87.0,81.0,96.0,92.0,82.0,88.0,72.0,95.0,78.0,77.0,64.0,74.0,81.0,
TIIL,iron & steel products,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,33.0,45.0,46.0,61.0,59.0,58.0,34.0,37.0,6.0,20.0,,38.0,67.0,55.0,48.0,31.0,38.0,66.0,18.0,34.0,40.0,77.0,93.0,79.0,73.0,81.0,86.0,
HITECH,iron & steel products,,,,,,,,,,,,44.0,,63.0,,75.0,,,74.0,72.0,77.0,77.0,76.0,74.0,31.0,22.0,47.0,50.0,32.0,21.0,24.0,20.0,16.0,21.0,47.0,52.0,55.0,47.0,8.0,,22.0,32.0,37.0,58.0,83.0,93.0,98.0,96.0,95.0,98.0,100.0,72.0,66.0,69.0,77.0,88.0,
Life Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSL,life insurance,,,,,,,,,,,,54.0,,55.0,,45.0,,,59.0,60.0,21.0,19.0,20.0,25.0,12.0,9.0,6.0,6.0,37.0,39.0,61.0,64.0,47.0,31.0,44.0,59.0,61.0,30.0,49.0,,23.0,49.0,43.0,25.0,31.0,22.0,11.0,4.0,2.0,12.0,5.0,8.0,20.0,10.0,13.0,11.0,
SBILIFE,life insurance,,,,,,,,,,,,43.0,,41.0,,37.0,,,49.0,49.0,52.0,52.0,49.0,47.0,28.0,29.0,31.0,31.0,46.0,47.0,48.0,48.0,31.0,34.0,53.0,55.0,51.0,31.0,27.0,,63.0,76.0,75.0,61.0,49.0,41.0,13.0,11.0,13.0,20.0,24.0,25.0,22.0,17.0,9.0,12.0,
ICICIPRULI,life insurance,,,,,,,,,,,,68.0,,63.0,,42.0,,,46.0,43.0,50.0,51.0,48.0,49.0,52.0,56.0,50.0,50.0,72.0,71.0,77.0,76.0,60.0,33.0,54.0,57.0,50.0,20.0,17.0,,27.0,38.0,44.0,49.0,49.0,67.0,44.0,39.0,39.0,59.0,65.0,65.0,77.0,49.0,25.0,27.0,
HDFCLIFE,life insurance,,,,,,,,,,,,40.0,,43.0,,39.0,,,43.0,42.0,41.0,43.0,44.0,44.0,42.0,43.0,34.0,32.0,62.0,63.0,77.0,78.0,72.0,49.0,75.0,80.0,77.0,39.0,33.0,,36.0,56.0,59.0,45.0,33.0,25.0,11.0,9.0,5.0,24.0,23.0,28.0,48.0,29.0,27.0,28.0,
LICI,life insurance,,,,,,,,,,,,63.0,,78.0,,77.0,,,74.0,75.0,72.0,70.0,66.0,64.0,67.0,68.0,60.0,52.0,25.0,23.0,15.0,13.0,27.0,38.0,35.0,25.0,49.0,15.0,50.0,,62.0,55.0,73.0,82.0,74.0,65.0,70.0,49.0,38.0,60.0,55.0,38.0,44.0,45.0,45.0,42.0,
Marine Port & Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPORTS,marine port & services,,,,,,,,,,,,72.0,,70.0,,74.0,,,63.0,63.0,65.0,67.0,60.0,58.0,59.0,61.0,63.0,63.0,44.0,37.0,9.0,6.0,4.0,3.0,17.0,4.0,19.0,12.0,35.0,,40.0,69.0,66.0,85.0,60.0,54.0,48.0,24.0,25.0,33.0,34.0,23.0,30.0,15.0,20.0,15.0,
GPPL,marine port & services,,,,,,,,,,,,5.0,,23.0,,17.0,,,21.0,21.0,20.0,23.0,55.0,57.0,48.0,48.0,27.0,24.0,23.0,23.0,11.0,9.0,6.0,8.0,17.0,27.0,21.0,20.0,40.0,,58.0,66.0,71.0,81.0,97.0,87.0,95.0,83.0,80.0,73.0,73.0,60.0,45.0,30.0,23.0,27.0,
JSWINFRA,marine port & services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,11.0,3.0,7.0,19.0,,25.0,42.0,38.0,48.0,38.0,20.0,24.0,47.0,42.0,36.0,36.0,43.0,55.0,57.0,46.0,55.0,
Mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDUMA,mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,30.0,31.0,34.0,41.0,21.0,13.0,36.0,39.0,40.0,,60.0,41.0,85.0,87.0,45.0,31.0,36.0,51.0,41.0,50.0,57.0,25.0,12.0,12.0,3.0,7.0,
NMDC,mining,,,,,,,,,,,,56.0,,72.0,,79.0,,,75.0,73.0,67.0,63.0,34.0,35.0,15.0,7.0,3.0,4.0,2.0,2.0,5.0,7.0,14.0,31.0,5.0,13.0,36.0,50.0,59.0,,72.0,69.0,87.0,76.0,52.0,44.0,71.0,67.0,53.0,45.0,50.0,34.0,35.0,38.0,9.0,13.0,
MOIL,mining,,,,,,,,,,,,59.0,,71.0,,71.0,,,68.0,67.0,27.0,18.0,39.0,39.0,40.0,38.0,21.0,18.0,16.0,21.0,18.0,19.0,54.0,40.0,13.0,7.0,17.0,30.0,43.0,,79.0,94.0,84.0,84.0,48.0,53.0,66.0,56.0,56.0,66.0,56.0,33.0,35.0,48.0,30.0,16.0,
TEGA,mining,,,,,,,,,,,,20.0,,90.0,,11.0,,,24.0,27.0,34.0,30.0,47.0,45.0,35.0,37.0,44.0,40.0,31.0,27.0,28.0,33.0,41.0,20.0,6.0,19.0,22.0,5.0,28.0,,16.0,37.0,56.0,49.0,38.0,46.0,79.0,49.0,58.0,26.0,21.0,25.0,25.0,20.0,15.0,36.0,
